k_cm^-1,E_cm3_s^-2,shell_mode_multiplicity
6.600000000000000533e+00,5.760123052250484044e+00,1.380200000000000000e+04
6.800000000000000711e+00,5.243592399833058693e+00,1.475400000000000000e+04
7.000000000000000000e+00,4.728515762584590831e+00,1.519400000000000000e+04
7.200000000000000178e+00,4.476402224993709211e+00,1.645400000000000000e+04
7.400000000000000355e+00,4.001056145987430313e+00,1.715400000000000000e+04
7.600000000000000533e+00,3.782710034597799531e+00,1.826600000000000000e+04
7.800000000000000711e+00,3.326676154017897957e+00,1.875000000000000000e+04
8.000000000000000000e+00,3.195914956756201519e+00,2.023400000000000000e+04
8.200000000000001066e+00,2.998374054048640769e+00,2.145000000000000000e+04
8.400000000000000355e+00,2.693437013575169736e+00,2.196200000000000000e+04
8.599999999999999645e+00,2.530767472905990356e+00,2.346200000000000000e+04
8.800000000000000711e+00,2.302889667447374222e+00,2.404200000000000000e+04
9.000000000000000000e+00,2.156035885167947086e+00,2.594600000000000000e+04
9.200000000000001066e+00,1.932818010783472484e+00,2.611800000000000000e+04
9.400000000000000355e+00,1.806813818978793229e+00,2.750600000000000000e+04
9.600000000000001421e+00,1.719748817439084032e+00,2.906600000000000000e+04
9.800000000000000711e+00,1.579663252670019835e+00,3.045000000000000000e+04
1.000000000000000000e+01,1.466022221822595561e+00,3.174200000000000000e+04
1.020000000000000107e+01,1.320274005851110877e+00,3.225000000000000000e+04
1.040000000000000036e+01,1.250780791010278614e+00,3.425000000000000000e+04
1.060000000000000142e+01,1.159013011283188455e+00,3.545400000000000000e+04
1.080000000000000071e+01,1.067909699506792709e+00,3.643400000000000000e+04
1.100000000000000000e+01,9.817608742556923618e-01,3.768200000000000000e+04
1.120000000000000107e+01,9.169446850867424281e-01,3.929400000000000000e+04
1.140000000000000036e+01,8.805453025197315098e-01,4.142600000000000000e+04
1.160000000000000142e+01,7.924600152679053267e-01,4.206600000000000000e+04
1.180000000000000071e+01,7.382533470885357385e-01,4.349000000000000000e+04
1.200000000000000000e+01,6.966955563346789448e-01,4.570200000000000000e+04
1.220000000000000107e+01,6.425827045512341185e-01,4.663400000000000000e+04
1.240000000000000036e+01,6.031659184395117279e-01,4.855400000000000000e+04
1.260000000000000142e+01,5.548942927047895157e-01,4.887000000000000000e+04
1.280000000000000071e+01,5.214730701155132486e-01,5.155400000000000000e+04
1.300000000000000000e+01,4.990507676133423831e-01,5.409000000000000000e+04
1.320000000000000107e+01,4.505376711553857327e-01,5.431400000000000000e+04
1.340000000000000036e+01,4.266192452788069023e-01,5.691000000000000000e+04
1.360000000000000142e+01,3.878012856461360292e-01,5.748200000000000000e+04
1.380000000000000071e+01,3.723621347673747306e-01,6.062600000000000000e+04
1.400000000000000000e+01,3.421718263992303277e-01,6.120600000000000000e+04
1.420000000000000107e+01,3.160485024306572410e-01,6.257000000000000000e+04
1.440000000000000036e+01,3.006419184186665539e-01,6.573000000000000000e+04
1.460000000000000142e+01,2.769983889675580180e-01,6.668600000000000000e+04
1.480000000000000071e+01,2.644755602173938791e-01,6.969800000000000000e+04
1.500000000000000000e+01,2.421301852603028604e-01,7.002600000000000000e+04
1.520000000000000107e+01,2.288639251935179753e-01,7.274600000000000000e+04
1.540000000000000036e+01,2.141036311504785350e-01,7.491000000000000000e+04
1.560000000000000142e+01,1.981952367925030045e-01,7.572200000000000000e+04
1.580000000000000071e+01,1.865743578712646678e-01,7.837800000000000000e+04
1.600000000000000000e+01,1.732172100868433484e-01,8.003000000000000000e+04
1.619999999999999929e+01,1.658974276031942585e-01,8.318600000000000000e+04
1.640000000000000213e+01,1.538394763684827748e-01,8.466600000000000000e+04
1.660000000000000142e+01,1.435386607625403765e-01,8.654600000000000000e+04
1.680000000000000071e+01,1.336344224660188651e-01,8.813400000000000000e+04
1.700000000000000000e+01,1.279185228625680515e-01,9.153800000000000000e+04
1.719999999999999929e+01,1.194057810035684952e-01,9.313800000000000000e+04
1.740000000000000213e+01,1.108798434532514698e-01,9.447800000000000000e+04
1.760000000000000142e+01,1.046967709114098727e-01,9.727400000000000000e+04
1.780000000000000071e+01,9.818617434854438886e-02,9.969000000000000000e+04
1.800000000000000000e+01,9.272391452692500813e-02,1.025900000000000000e+05
1.819999999999999929e+01,8.657000852302779159e-02,1.037700000000000000e+05
1.840000000000000213e+01,8.128646903316379124e-02,1.063460000000000000e+05
1.860000000000000142e+01,7.624940896937362766e-02,1.085460000000000000e+05
1.880000000000000071e+01,7.166089753131746343e-02,1.107260000000000000e+05
1.900000000000000000e+01,6.650474829418256961e-02,1.123220000000000000e+05
1.920000000000000284e+01,6.316355229788672698e-02,1.158900000000000000e+05
1.940000000000000213e+01,5.990393535669194525e-02,1.187660000000000000e+05
1.960000000000000142e+01,5.664048834247208813e-02,1.222980000000000000e+05
1.980000000000000071e+01,5.235100305569990314e-02,1.220900000000000000e+05
2.000000000000000000e+01,4.943081560253848733e-02,1.258100000000000000e+05
2.020000000000000284e+01,4.662449487236195594e-02,1.281900000000000000e+05
2.040000000000000213e+01,4.402417996519914639e-02,1.309940000000000000e+05
2.060000000000000142e+01,4.164632366965425464e-02,1.337220000000000000e+05
2.080000000000000071e+01,3.864614133731181927e-02,1.338860000000000000e+05
2.100000000000000000e+01,3.736206909196571752e-02,1.405380000000000000e+05
2.120000000000000284e+01,3.445186772633148514e-02,1.405940000000000000e+05
2.140000000000000213e+01,3.264445870580033604e-02,1.435940000000000000e+05
2.160000000000000142e+01,3.090278649295956359e-02,1.463100000000000000e+05
2.180000000000000071e+01,2.940837727403845803e-02,1.506500000000000000e+05
2.200000000000000000e+01,2.759913805607675658e-02,1.519140000000000000e+05
2.220000000000000284e+01,2.572768535911967164e-02,1.533980000000000000e+05
2.240000000000000213e+01,2.469728661173731243e-02,1.578660000000000000e+05
2.260000000000000142e+01,2.357894198373068281e-02,1.606580000000000000e+05
2.280000000000000071e+01,2.222404644941741378e-02,1.641020000000000000e+05
2.300000000000000000e+01,2.088308160615572409e-02,1.649940000000000000e+05
2.320000000000000284e+01,2.016752753337695478e-02,1.698500000000000000e+05
2.340000000000000213e+01,1.914527380210007471e-02,1.729860000000000000e+05
2.360000000000000142e+01,1.796497071258084527e-02,1.738940000000000000e+05
2.380000000000000071e+01,1.722919506226328057e-02,1.767780000000000000e+05
2.400000000000000000e+01,1.664707341397523438e-02,1.818020000000000000e+05
2.420000000000000284e+01,1.600507934105525193e-02,1.844300000000000000e+05
2.440000000000000213e+01,1.526516335554721666e-02,1.872420000000000000e+05
2.460000000000000142e+01,1.473081547423140021e-02,1.902500000000000000e+05
2.480000000000000071e+01,1.423826411500897678e-02,1.925700000000000000e+05
2.500000000000000000e+01,1.414281090876290913e-02,1.982540000000000000e+05
2.520000000000000284e+01,1.358758454175631319e-02,1.980740000000000000e+05
2.540000000000000213e+01,1.348492277570873671e-02,2.020500000000000000e+05
2.560000000000000142e+01,1.295013735600130007e-02,2.042870000000000000e+05
2.580000000000000071e+01,1.208858530318134700e-02,2.058240000000000000e+05
2.600000000000000000e+01,1.110514903124407669e-02,2.025320000000000000e+05
2.620000000000000284e+01,1.025137159442312401e-02,1.990680000000000000e+05
2.640000000000000213e+01,9.638968246112981919e-03,2.010560000000000000e+05
2.660000000000000142e+01,8.861972163795996810e-03,1.966160000000000000e+05
2.680000000000000071e+01,8.206667531482596603e-03,1.958160000000000000e+05
2.700000000000000000e+01,7.511148613952227208e-03,1.917560000000000000e+05
2.720000000000000284e+01,7.095306509112767578e-03,1.919520000000000000e+05
2.740000000000000213e+01,6.564199984479811636e-03,1.910240000000000000e+05
2.760000000000000142e+01,6.036251643189152402e-03,1.866480000000000000e+05
2.780000000000000071e+01,5.568570519736802324e-03,1.838960000000000000e+05
2.800000000000000000e+01,5.226018253519640853e-03,1.832720000000000000e+05
2.820000000000000284e+01,4.849490926210574954e-03,1.808400000000000000e+05
2.840000000000000213e+01,4.486857288428103795e-03,1.788800000000000000e+05
2.860000000000000142e+01,4.144812261086887675e-03,1.749840000000000000e+05
2.880000000000000071e+01,3.843837903772227317e-03,1.737200000000000000e+05
2.900000000000000000e+01,3.581319055441608244e-03,1.713800000000000000e+05
2.920000000000000284e+01,3.315268541495575930e-03,1.691640000000000000e+05
2.940000000000000213e+01,3.062474420030721935e-03,1.666160000000000000e+05
2.960000000000000142e+01,2.839165472764658849e-03,1.636440000000000000e+05
2.980000000000000071e+01,2.636122147221338710e-03,1.618520000000000000e+05
3.000000000000000000e+01,2.445224626593486914e-03,1.582560000000000000e+05
3.020000000000000284e+01,2.251998632301497032e-03,1.547240000000000000e+05
3.040000000000000213e+01,2.107346896454977050e-03,1.530560000000000000e+05
3.060000000000000142e+01,1.947438831200427401e-03,1.495920000000000000e+05
3.080000000000000071e+01,1.813907694575441886e-03,1.479800000000000000e+05
3.100000000000000000e+01,1.663766555355364676e-03,1.428840000000000000e+05
3.120000000000000284e+01,1.566627482248270087e-03,1.417520000000000000e+05
3.140000000000000213e+01,1.436770970929474381e-03,1.383480000000000000e+05
3.160000000000000142e+01,1.327463240049235127e-03,1.340840000000000000e+05
3.180000000000000071e+01,1.245498588821756592e-03,1.317560000000000000e+05
3.200000000000000000e+01,1.145483649316141527e-03,1.284600000000000000e+05
3.220000000000000284e+01,1.071690762182842807e-03,1.268000000000000000e+05
3.239999999999999858e+01,9.783366336203339411e-04,1.217160000000000000e+05
3.260000000000000142e+01,9.129960723871017496e-04,1.188440000000000000e+05
3.280000000000000426e+01,8.394926126579436423e-04,1.149000000000000000e+05
3.300000000000000000e+01,7.824304474179390439e-04,1.125560000000000000e+05
3.320000000000000284e+01,7.184229080701851544e-04,1.079720000000000000e+05
3.339999999999999858e+01,6.688666586061226037e-04,1.047840000000000000e+05
3.360000000000000142e+01,6.140572256896559755e-04,1.015640000000000000e+05
3.380000000000000426e+01,5.668742521050524176e-04,9.793200000000000000e+04
3.400000000000000000e+01,5.193403099325623329e-04,9.407600000000000000e+04
3.420000000000000284e+01,4.791148270175542593e-04,8.996000000000000000e+04
3.439999999999999858e+01,4.343831538764881487e-04,8.596800000000000000e+04
3.460000000000000142e+01,4.089460899672881064e-04,8.360000000000000000e+04
3.480000000000000426e+01,3.641064232738225131e-04,7.846800000000000000e+04
3.500000000000000000e+01,3.330814105079351445e-04,7.416800000000000000e+04
3.520000000000000284e+01,3.002478500477850508e-04,7.094400000000000000e+04
3.539999999999999858e+01,2.682446312171850224e-04,6.678800000000000000e+04
3.560000000000000142e+01,2.405019494558946361e-04,6.264800000000000000e+04
3.580000000000000426e+01,2.082369577688616871e-04,5.822400000000000000e+04
3.600000000000000000e+01,1.828210842662166208e-04,5.453600000000000000e+04
3.620000000000000284e+01,1.577633939359117236e-04,5.030100000000000000e+04
3.639999999999999858e+01,1.366305459968118882e-04,4.620800000000000000e+04
3.660000000000000142e+01,1.210616393009573315e-04,4.299000000000000000e+04
3.680000000000000426e+01,1.065590587362675120e-04,4.037000000000000000e+04
3.700000000000000000e+01,9.453944642623102179e-05,3.763400000000000000e+04
3.720000000000000284e+01,8.185648227587775895e-05,3.450000000000000000e+04
3.739999999999999858e+01,7.375930494476076401e-05,3.275600000000000000e+04
3.760000000000000142e+01,6.442554065152548254e-05,2.991600000000000000e+04
3.780000000000000426e+01,5.701276002011734551e-05,2.826800000000000000e+04
3.800000000000000000e+01,5.020494910658295374e-05,2.571000000000000000e+04
3.820000000000000284e+01,4.490594310742642136e-05,2.435000000000000000e+04
3.840000000000000568e+01,3.954706075091563635e-05,2.240600000000000000e+04
3.860000000000000142e+01,3.463772943307498437e-05,2.062200000000000000e+04
3.880000000000000426e+01,3.068154149856479188e-05,1.916600000000000000e+04
3.900000000000000000e+01,2.696139843987601403e-05,1.754400000000000000e+04
3.920000000000000284e+01,2.378621175367912812e-05,1.633400000000000000e+04
3.940000000000000568e+01,2.000290764457318099e-05,1.457600000000000000e+04
3.960000000000000142e+01,1.777242771065555376e-05,1.339800000000000000e+04
3.980000000000000426e+01,1.612099473085541651e-05,1.253600000000000000e+04
4.000000000000000000e+01,1.369496475001775931e-05,1.102200000000000000e+04
4.020000000000000284e+01,1.175506291815607415e-05,9.800000000000000000e+03
4.040000000000000568e+01,1.057070863476801584e-05,9.372000000000000000e+03
4.060000000000000142e+01,8.423349876016475186e-06,8.000000000000000000e+03
4.080000000000000426e+01,7.183909833214620719e-06,7.070000000000000000e+03
4.100000000000000000e+01,6.225701609492088631e-06,6.216000000000000000e+03
4.120000000000000284e+01,5.722249408516904934e-06,5.984000000000000000e+03
4.140000000000000568e+01,4.466160590734576711e-06,4.872000000000000000e+03
4.160000000000000142e+01,3.217002085431404164e-06,3.848000000000000000e+03
4.180000000000000426e+01,2.985250335716076543e-06,3.624000000000000000e+03
4.200000000000000000e+01,2.577086218207198707e-06,3.296000000000000000e+03
4.220000000000000284e+01,1.952504822220309315e-06,2.624000000000000000e+03
4.240000000000000568e+01,1.126133381567971347e-06,1.644000000000000000e+03
4.260000000000000142e+01,1.127570981677558691e-06,1.712000000000000000e+03
4.280000000000000426e+01,8.640490248924606655e-07,1.464000000000000000e+03
4.300000000000000000e+01,5.995083658055451655e-07,1.058000000000000000e+03
4.320000000000000284e+01,1.875237299568066456e-07,4.080000000000000000e+02
4.340000000000000568e+01,2.638814808647291329e-07,5.840000000000000000e+02
4.360000000000000142e+01,1.115548956776891027e-07,3.440000000000000000e+02
4.380000000000000426e+01,3.570940296791511831e-08,1.680000000000000000e+02
4.400000000000000000e+01,4.992520854954395698e-09,3.800000000000000000e+01
4.420000000000000284e+01,0.000000000000000000e+00,2.400000000000000000e+01
4.440000000000000568e+01,0.000000000000000000e+00,1.000000000000000000e+00
