station_tU0_over_M,time_s,tstep,cfl,kinetic_energy_cm2_s^-2,dissipation_cm2_s^-3,isotropic_u_rms_cm_s,kolmogorov_length_cm,taylor_microscale_cm,reynolds_lambda,kmax_eta,relative_spectral_divergence,parseval_relative_error
42.0,0.0,0,0.43124394538673844,789.7262720297886,4348.344732228609,22.945243109481154,0.02959426815385832,0.5209172114476404,79.99752951253733,1.1364198971081594,4.3537675167903454e-17,1.4395726943389283e-16
,0.009999999999999995,100,0.40657440456408855,753.327165100582,3317.4179127680522,22.41022333817882,0.03166566041829838,0.5824841592734875,87.36661484432797,1.2159613600626578,4.2555628203032517e-16,3.0182593430421946e-16
,0.019999999999999934,200,0.3892592489603991,721.3602017100875,3090.2330927337302,21.929587345412095,0.03223226215767424,0.5905720199663125,86.67992591548465,1.2377188668546908,5.649242844284758e-16,3.1520130290555284e-16
,0.029999999999999874,300,0.3849773879352831,691.4707819160383,2888.081230605798,21.470456941512886,0.032782060345360575,0.5981011155445551,85.94707567539106,1.258831117261846,6.627493027845498e-16,1.6441307528077224e-16
,0.04000000000000012,400,0.3676331475690586,663.5644247601124,2696.084410891166,21.032743120511128,0.03335072083623177,0.6064111837783371,85.36470122631972,1.2806676801113,7.41856995264393e-16,3.4265501126801767e-16
,0.050000000000000405,500,0.35499898168693533,637.4776860464051,2525.238587248473,20.615167329685605,0.033901037712346475,0.6141489064630556,84.73752048242068,1.3017998481541047,8.085368964199569e-16,1.7833853672070366e-16
,0.06000000000000069,600,0.343984593094077,612.9832896193675,2376.9763447970695,20.215230060845503,0.034417742536036224,0.6207322154922765,83.98431386615349,1.321641313383791,8.673800045268416e-16,1.8546482366951632e-16
,0.07000000000000098,700,0.34261084828883676,589.8818968743939,2245.7723884598954,19.83064794494276,0.03490978402180505,0.6264581486970057,83.14653818262428,1.3405357064373138,9.197976210590072e-16,0.0
,0.08000000000000126,800,0.3391309939483314,568.023291228461,2127.991720757908,19.459758327181436,0.035383118991425946,0.6315249346645045,82.25137177351385,1.3587117692707562,9.670132379547412e-16,2.0014467624337392e-16
,0.09000000000000155,900,0.33467688852147814,547.284310697946,2021.5898649111145,19.10120957248425,0.03583977986926915,0.6359930516102037,81.30709512309251,1.3762475469799353,1.0088948366537181e-15,2.0772902767234895e-16
,0.10000000000000184,1000,0.332651248809683,527.5582994101744,1925.0777938315298,18.753813823863034,0.03628077247815756,0.639887291970885,80.31715016217468,1.3931816631612501,1.0488812482727314e-15,0.0
,0.11000000000000212,1100,0.33259029229663756,508.7569621872651,1836.3109727437056,18.416604142046474,0.03671149233630145,0.643390235804812,79.30475424743217,1.4097213057139757,1.0852545974634183e-15,1.1173000683160162e-16
,0.12000000000000241,1200,0.3319152747840129,490.8126857256743,1753.4183521329603,18.088904255107593,0.0371378886273892,0.646706927768589,78.29517120387929,1.426094923291745,1.1225449789838408e-15,1.1581489336764825e-16
,0.130000000000002,1300,0.3207364821309996,473.6734037382147,1675.0322579377028,17.770263620971125,0.03756494892123958,0.6500104072887015,77.30888070717151,1.4424940385755998,1.1576323169843607e-15,1.2000551099597668e-16
,0.1400000000000009,1400,0.3164484809420909,457.30092313222747,1600.077985826093,17.4604490803688,0.03799734997016876,0.6534657976664973,76.36484522071407,1.4590982388544802,1.1895826505160965e-15,4.972079957456972e-16
,0.1499999999999998,1500,0.3341981823647733,441.65905920940975,1528.9231765798252,17.159235787361663,0.03843192873579355,0.656966367616341,75.44948571142535,1.4757860634544722,1.2214685613031798e-15,1.2870429729792112e-16
,0.1599999999999987,1600,0.32096132070743455,426.70999626325465,1461.478127315424,16.86633720883612,0.0388678498572679,0.6604845241097265,74.55875196160987,1.4925254345190873,1.2537389014836455e-15,0.0
,0.1699999999999976,1700,0.30336598400738957,412.4191098942447,1397.1969615731164,16.58149791975471,0.03930738824034742,0.6640992223002442,73.70075505606209,1.509403708429341,1.285482245962428e-15,5.513170219040939e-16
,0.1799999999999965,1800,0.29249866376219524,398.7554610458076,1336.0817828226084,16.30450778252868,0.039749377873039726,0.6677735274037149,72.87055805781436,1.5263761103247255,1.3158234544558535e-15,1.4255207618154234e-16
,0.1899999999999954,1900,0.2878297703189726,385.68736501200897,1277.9732786560521,16.035114904733486,0.04019371540573694,0.6715049476621109,72.0670090207098,1.5434386715802986,1.3445354121390527e-15,0.0
,0.1999999999999943,2000,0.2808549617098998,373.1886576890271,1222.0965279885656,15.773155627817516,0.04064547646012578,0.6754665707306771,71.30790110468267,1.56078629606883,1.37419663298566e-15,1.52318184622253e-16
,0.2099999999999932,2100,0.2722064390737287,361.23819863795285,1168.4004666826652,15.518552308725038,0.04110462268353322,0.6796625971573027,70.59269788448101,1.5784175110476757,1.4027486708439607e-15,4.720714952776522e-16
,0.2199999999999921,2200,0.27058563535085817,349.812361204955,1117.16767818584,15.271157153382429,0.041567988177400914,0.6839916381534991,69.90978132413652,1.596210746012195,1.432507675152643e-15,1.6249688451547736e-16
,0.229999999999991,2300,0.26517777931774517,338.88698549337164,1068.315319796405,15.030790298436775,0.04203525945451054,0.6884463707162474,69.25755177529459,1.6141539630532047,1.4612114476403238e-15,1.677356207056816e-16
,0.2399999999999899,2400,0.2659190792396236,328.4376903219943,1021.9646027319433,14.79724502110656,0.04250398337439867,0.692948510359671,68.62731937466474,1.6321529615769088,1.488710899192389e-15,3.4614431008255957e-16
