k1_cm^-1,E11_cm3_s^-2
1.120000000000000107e+01,6.322179924160399936e-03
1.140000000000000036e+01,5.657352193580707928e-03
1.160000000000000142e+01,5.130147804176269678e-03
1.180000000000000071e+01,4.475070957691033510e-03
1.200000000000000000e+01,4.095278572963605319e-03
1.220000000000000107e+01,3.642215060388601967e-03
1.240000000000000036e+01,3.233450028291951373e-03
1.260000000000000142e+01,2.942188173636323296e-03
1.280000000000000071e+01,2.656396595126993363e-03
1.300000000000000000e+01,2.387825509939769768e-03
1.320000000000000107e+01,2.174577502294132089e-03
1.340000000000000036e+01,1.962241326488856769e-03
1.360000000000000142e+01,1.733007399636978408e-03
1.380000000000000071e+01,1.582002966369011176e-03
1.400000000000000000e+01,1.420042546549040450e-03
1.420000000000000107e+01,1.288285319533784756e-03
1.440000000000000036e+01,1.157947061645070441e-03
1.460000000000000142e+01,1.050026204270281373e-03
1.480000000000000071e+01,9.559856924807439869e-04
1.500000000000000000e+01,8.797196105655009880e-04
1.520000000000000107e+01,7.691778510459428226e-04
1.540000000000000036e+01,6.951422286795847557e-04
1.560000000000000142e+01,6.392331275919515545e-04
1.580000000000000071e+01,5.760274750293614470e-04
1.600000000000000000e+01,5.190645057200220279e-04
1.619999999999999929e+01,4.767811077726482965e-04
1.640000000000000213e+01,4.289239613393427118e-04
1.660000000000000142e+01,3.891342238252440563e-04
1.680000000000000071e+01,3.553861226933058889e-04
1.700000000000000000e+01,3.211882440150245783e-04
1.719999999999999929e+01,2.922060077325461442e-04
1.740000000000000213e+01,2.637154739575598089e-04
1.760000000000000142e+01,2.414176378617148729e-04
1.780000000000000071e+01,2.195747652229014242e-04
1.800000000000000000e+01,2.002921510260158300e-04
1.819999999999999929e+01,1.824052299040737103e-04
1.840000000000000213e+01,1.661872031428250575e-04
1.860000000000000142e+01,1.516023692506616798e-04
1.880000000000000071e+01,1.391336027975297713e-04
1.900000000000000000e+01,1.244011257056176040e-04
1.920000000000000284e+01,1.136656016135253989e-04
1.940000000000000213e+01,1.038031163394624731e-04
1.960000000000000142e+01,9.424957657327034087e-05
1.980000000000000071e+01,8.555606056961191294e-05
2.000000000000000000e+01,7.887809950225844211e-05
2.020000000000000284e+01,7.193943555536892916e-05
2.040000000000000213e+01,6.520431875082332424e-05
2.060000000000000142e+01,5.999463045988162271e-05
2.080000000000000071e+01,5.440422198192607550e-05
2.100000000000000000e+01,5.057033449113832471e-05
2.120000000000000284e+01,4.609324707903771800e-05
2.140000000000000213e+01,4.201658986964893372e-05
2.160000000000000142e+01,3.817991826801607746e-05
2.180000000000000071e+01,3.485729874144545586e-05
2.200000000000000000e+01,3.223512636432875576e-05
2.220000000000000284e+01,2.962070410220199603e-05
2.240000000000000213e+01,2.689409354451858747e-05
2.260000000000000142e+01,2.494444469699636307e-05
2.280000000000000071e+01,2.265451726127105768e-05
2.300000000000000000e+01,2.076028198851510316e-05
2.320000000000000284e+01,1.891253058282621791e-05
2.340000000000000213e+01,1.737916426737326419e-05
2.360000000000000142e+01,1.587903581085367370e-05
2.380000000000000071e+01,1.464866973963415287e-05
2.400000000000000000e+01,1.357384906667744876e-05
2.420000000000000284e+01,1.239087938156173180e-05
2.440000000000000213e+01,1.128632883913373544e-05
2.460000000000000142e+01,1.033715684353812442e-05
2.480000000000000071e+01,9.548528938358770841e-06
2.500000000000000000e+01,8.829475684399000173e-06
2.520000000000000284e+01,7.998937608302777674e-06
2.540000000000000213e+01,7.407243275326183450e-06
2.560000000000000142e+01,6.724857922962211871e-06
2.580000000000000071e+01,6.234396768165679753e-06
2.600000000000000000e+01,5.662480047060109413e-06
2.620000000000000284e+01,5.266789620650108116e-06
2.640000000000000213e+01,4.850090073422296999e-06
2.660000000000000142e+01,4.426859046332962521e-06
2.680000000000000071e+01,4.049526857838217299e-06
2.700000000000000000e+01,3.754830800004808557e-06
2.720000000000000284e+01,3.457894024366737620e-06
2.740000000000000213e+01,3.157035762966010091e-06
2.760000000000000142e+01,2.906714237933869842e-06
2.780000000000000071e+01,2.682264669201197199e-06
2.800000000000000000e+01,2.473846246989205073e-06
2.820000000000000284e+01,2.257816207195320116e-06
2.840000000000000213e+01,2.088442769050247918e-06
2.860000000000000142e+01,1.926325954509204450e-06
2.880000000000000071e+01,1.744008089839174348e-06
2.900000000000000000e+01,1.633991944920240251e-06
2.920000000000000284e+01,1.497796826383547536e-06
2.940000000000000213e+01,1.385436529605978123e-06
2.960000000000000142e+01,1.262040467131101738e-06
2.980000000000000071e+01,1.172584278000940143e-06
3.000000000000000000e+01,1.076856381695584803e-06
3.020000000000000284e+01,9.972116569492311706e-07
3.040000000000000213e+01,9.100470379644276090e-07
3.060000000000000142e+01,8.390682503962368908e-07
3.080000000000000071e+01,7.764904715457508996e-07
3.100000000000000000e+01,7.159628792203944007e-07
3.120000000000000284e+01,6.604311250185906756e-07
3.140000000000000213e+01,6.072794582862175299e-07
3.160000000000000142e+01,5.646884125834788239e-07
3.180000000000000071e+01,5.192447806170542487e-07
3.200000000000000000e+01,4.775100779136034970e-07
3.220000000000000284e+01,4.393703611400730267e-07
3.239999999999999858e+01,4.088784492454510678e-07
3.260000000000000142e+01,3.763003930177818131e-07
3.280000000000000426e+01,3.510424517007243069e-07
3.300000000000000000e+01,3.210556626448456314e-07
3.320000000000000284e+01,2.997321181741129210e-07
3.339999999999999858e+01,2.730754179737331999e-07
3.360000000000000142e+01,2.540113053299362788e-07
3.380000000000000426e+01,2.357460416444016115e-07
3.400000000000000000e+01,2.193499603769989090e-07
3.420000000000000284e+01,2.045803953272043274e-07
3.439999999999999858e+01,1.892326736623428025e-07
3.460000000000000142e+01,1.760084009094765787e-07
3.480000000000000426e+01,1.641095509653930041e-07
3.500000000000000000e+01,1.527996532675755676e-07
3.520000000000000284e+01,1.434606318846980422e-07
3.539999999999999858e+01,1.354389277902865830e-07
3.560000000000000142e+01,1.281202583115619002e-07
3.580000000000000426e+01,1.204158493871175282e-07
3.600000000000000000e+01,1.153536945498872945e-07
3.620000000000000284e+01,1.100305908901849045e-07
3.639999999999999858e+01,1.064465640747560775e-07
3.660000000000000142e+01,1.034068212055812159e-07
3.680000000000000426e+01,1.028085966683546636e-07
3.700000000000000000e+01,1.023986477125887074e-07
3.720000000000000284e+01,1.037667440818682124e-07
3.739999999999999858e+01,1.062373254739610721e-07
3.760000000000000142e+01,1.089562605219725426e-07
3.780000000000000426e+01,1.169458561675734919e-07
3.800000000000000000e+01,1.276184161939435443e-07
3.820000000000000284e+01,1.243668127854359677e-07
3.840000000000000568e+01,0.000000000000000000e+00
