k_cm^-1,E_cm3_s^-2,shell_mode_multiplicity
2.500000000000000000e+01,1.187573886459462706e-02,1.982540000000000000e+05
2.520000000000000284e+01,1.101830179062129010e-02,1.980740000000000000e+05
2.540000000000000213e+01,1.047363170848676639e-02,2.020500000000000000e+05
2.560000000000000142e+01,9.846791758783265958e-03,2.055020000000000000e+05
2.580000000000000071e+01,9.443029904466911442e-03,2.106660000000000000e+05
2.600000000000000000e+01,8.823430568418184211e-03,2.124260000000000000e+05
2.620000000000000284e+01,8.272036560580285289e-03,2.139180000000000000e+05
2.640000000000000213e+01,7.960495965238057609e-03,2.209940000000000000e+05
2.660000000000000142e+01,7.418801538802154844e-03,2.215220000000000000e+05
2.680000000000000071e+01,7.061687787548364716e-03,2.263140000000000000e+05
2.700000000000000000e+01,6.587109733080793832e-03,2.272940000000000000e+05
2.720000000000000284e+01,6.317059293502244079e-03,2.329620000000000000e+05
2.740000000000000213e+01,6.002052969496241008e-03,2.378180000000000000e+05
2.760000000000000142e+01,5.604818891142135037e-03,2.383980000000000000e+05
2.780000000000000071e+01,5.306805251531598010e-03,2.414180000000000000e+05
2.800000000000000000e+01,5.015951294227773485e-03,2.468180000000000000e+05
2.820000000000000284e+01,4.773846463486961476e-03,2.499060000000000000e+05
2.840000000000000213e+01,4.527276803037431040e-03,2.547020000000000000e+05
2.860000000000000142e+01,4.208220652033426747e-03,2.544180000000000000e+05
2.880000000000000071e+01,4.019049917187043561e-03,2.603540000000000000e+05
2.900000000000000000e+01,3.815999525408501035e-03,2.649740000000000000e+05
2.920000000000000284e+01,3.624260481671271687e-03,2.687220000000000000e+05
2.940000000000000213e+01,3.408899059767900655e-03,2.715620000000000000e+05
2.960000000000000142e+01,3.234629081466227577e-03,2.755860000000000000e+05
2.980000000000000071e+01,3.061913724782916284e-03,2.801900000000000000e+05
3.000000000000000000e+01,2.893581358379182338e-03,2.828340000000000000e+05
3.020000000000000284e+01,2.717644998823879471e-03,2.851700000000000000e+05
3.040000000000000213e+01,2.591614218726721527e-03,2.898860000000000000e+05
3.060000000000000142e+01,2.455802232441077221e-03,2.944740000000000000e+05
3.080000000000000071e+01,2.341283247770594399e-03,2.994980000000000000e+05
3.100000000000000000e+01,2.176020656983082384e-03,2.999580000000000000e+05
3.120000000000000284e+01,2.083391275826158330e-03,3.058580000000000000e+05
3.140000000000000213e+01,1.983482837574921265e-03,3.107940000000000000e+05
3.160000000000000142e+01,1.867637720516376497e-03,3.130820000000000000e+05
3.180000000000000071e+01,1.765722835503614162e-03,3.160460000000000000e+05
3.200000000000000000e+01,1.678701751613417012e-03,3.222180000000000000e+05
3.220000000000000284e+01,1.610521883394018050e-03,3.285620000000000000e+05
3.239999999999999858e+01,1.501907246170690628e-03,3.279900000000000000e+05
3.260000000000000142e+01,1.435197934051251093e-03,3.352820000000000000e+05
3.280000000000000426e+01,1.349722782701045717e-03,3.359700000000000000e+05
3.300000000000000000e+01,1.293228414857657341e-03,3.440660000000000000e+05
3.320000000000000284e+01,1.214328746435033770e-03,3.437180000000000000e+05
3.339999999999999858e+01,1.161237655707901681e-03,3.514980000000000000e+05
3.360000000000000142e+01,1.099688578032674818e-03,3.544580000000000000e+05
3.380000000000000426e+01,1.042452838738645946e-03,3.585660000000000000e+05
3.400000000000000000e+01,9.977686063464606767e-04,3.661220000000000000e+05
3.420000000000000284e+01,9.335822717517712260e-04,3.658100000000000000e+05
3.439999999999999858e+01,8.901589374460616927e-04,3.716220000000000000e+05
3.460000000000000142e+01,8.467992846712197241e-04,3.759860000000000000e+05
3.480000000000000426e+01,8.095879065677272050e-04,3.821700000000000000e+05
3.500000000000000000e+01,7.583827144773220771e-04,3.818180000000000000e+05
3.520000000000000284e+01,7.259357533202543018e-04,3.895740000000000000e+05
3.539999999999999858e+01,6.917463795932886871e-04,3.936980000000000000e+05
3.560000000000000142e+01,6.603641199450183087e-04,3.994580000000000000e+05
3.580000000000000426e+01,6.295838796234668041e-04,4.022220000000000000e+05
3.600000000000000000e+01,5.987545647621978981e-04,4.069220000000000000e+05
3.620000000000000284e+01,5.731632831212661377e-04,4.128420000000000000e+05
3.639999999999999858e+01,5.449250457651921235e-04,4.153460000000000000e+05
3.660000000000000142e+01,5.248607034997382131e-04,4.211820000000000000e+05
3.680000000000000426e+01,5.005826739936680182e-04,4.250180000000000000e+05
3.700000000000000000e+01,4.828175796783654443e-04,4.311380000000000000e+05
3.720000000000000284e+01,4.632493490467850692e-04,4.343820000000000000e+05
3.739999999999999858e+01,4.476505980834026934e-04,4.395140000000000000e+05
3.760000000000000142e+01,4.341581617808337647e-04,4.447380000000000000e+05
3.780000000000000426e+01,4.229730921206355460e-04,4.489100000000000000e+05
3.800000000000000000e+01,4.106452518150677223e-04,4.506180000000000000e+05
3.820000000000000284e+01,4.081284833711385320e-04,4.595540000000000000e+05
3.840000000000000568e+01,3.925037448760315619e-04,4.613270000000000000e+05
3.860000000000000142e+01,3.656961782036188434e-04,4.598280000000000000e+05
3.880000000000000426e+01,3.447654490791549086e-04,4.602320000000000000e+05
3.900000000000000000e+01,3.208968525965703151e-04,4.551240000000000000e+05
3.920000000000000284e+01,3.025589389058125529e-04,4.550480000000000000e+05
3.940000000000000568e+01,2.821110063229175955e-04,4.498280000000000000e+05
3.960000000000000142e+01,2.645122892573951133e-04,4.483680000000000000e+05
3.980000000000000426e+01,2.471691870966616139e-04,4.438880000000000000e+05
4.000000000000000000e+01,2.320256679289959276e-04,4.414440000000000000e+05
4.020000000000000284e+01,2.173897316349521550e-04,4.405280000000000000e+05
4.040000000000000568e+01,2.039664850536408670e-04,4.379280000000000000e+05
4.060000000000000142e+01,1.891353286864071908e-04,4.319240000000000000e+05
4.080000000000000426e+01,1.779816934514294327e-04,4.303040000000000000e+05
4.100000000000000000e+01,1.670309164314447332e-04,4.301760000000000000e+05
4.120000000000000284e+01,1.550004481898919649e-04,4.216640000000000000e+05
4.140000000000000568e+01,1.463116170594849319e-04,4.217760000000000000e+05
4.160000000000000142e+01,1.369485665766863552e-04,4.184480000000000000e+05
4.180000000000000426e+01,1.277665989247181661e-04,4.165560000000000000e+05
4.200000000000000000e+01,1.197936365759780025e-04,4.118600000000000000e+05
4.220000000000000284e+01,1.114484517314629533e-04,4.068560000000000000e+05
4.240000000000000568e+01,1.050735647469760195e-04,4.052400000000000000e+05
4.260000000000000142e+01,9.829394010543212928e-05,4.012640000000000000e+05
4.280000000000000426e+01,9.190889524501473225e-05,3.990960000000000000e+05
4.300000000000000000e+01,8.540356015759635545e-05,3.925400000000000000e+05
4.320000000000000284e+01,8.014972413339281024e-05,3.904200000000000000e+05
4.340000000000000568e+01,7.567052686595633865e-05,3.889280000000000000e+05
4.360000000000000142e+01,7.051364450218214016e-05,3.823760000000000000e+05
4.380000000000000426e+01,6.629866014109488581e-05,3.809880000000000000e+05
4.400000000000000000e+01,6.186824844147045127e-05,3.746600000000000000e+05
4.420000000000000284e+01,5.843715550095197534e-05,3.741720000000000000e+05
4.440000000000000568e+01,5.392973430161819971e-05,3.667040000000000000e+05
4.460000000000000142e+01,5.097066744201138327e-05,3.643040000000000000e+05
4.480000000000000426e+01,4.721490105683248564e-05,3.586800000000000000e+05
4.500000000000000000e+01,4.484042556225433131e-05,3.585200000000000000e+05
4.520000000000000284e+01,4.174442400066364554e-05,3.526800000000000000e+05
4.540000000000000568e+01,3.878336442200683754e-05,3.465920000000000000e+05
4.560000000000000142e+01,3.650141142456410359e-05,3.442200000000000000e+05
4.580000000000000426e+01,3.415449291244120191e-05,3.406640000000000000e+05
4.600000000000000000e+01,3.179241244124390105e-05,3.344000000000000000e+05
4.620000000000000284e+01,2.972819691173721825e-05,3.297120000000000000e+05
4.640000000000000568e+01,2.798817108003715773e-05,3.279680000000000000e+05
4.660000000000000142e+01,2.612136300756208224e-05,3.225960000000000000e+05
4.680000000000000426e+01,2.454648275589116566e-05,3.186080000000000000e+05
4.700000000000000000e+01,2.260496836311737346e-05,3.100560000000000000e+05
4.720000000000000284e+01,2.155378708288937161e-05,3.096800000000000000e+05
4.740000000000000568e+01,1.995120073727122599e-05,3.033920000000000000e+05
4.760000000000000142e+01,1.865570817786098133e-05,2.986680000000000000e+05
4.780000000000000426e+01,1.751507697414941654e-05,2.940560000000000000e+05
4.800000000000000000e+01,1.634218770467166438e-05,2.895480000000000000e+05
4.820000000000000284e+01,1.532833172179725751e-05,2.855480000000000000e+05
4.840000000000000568e+01,1.422643076021139619e-05,2.790320000000000000e+05
4.860000000000000142e+01,1.333056095292606845e-05,2.752200000000000000e+05
4.880000000000000426e+01,1.248953878646394568e-05,2.705360000000000000e+05
4.900000000000000000e+01,1.160315128841630107e-05,2.644200000000000000e+05
4.920000000000000284e+01,1.086411994624663484e-05,2.598560000000000000e+05
4.940000000000000568e+01,1.010264371130634419e-05,2.531520000000000000e+05
4.960000000000000142e+01,9.556819931528620673e-06,2.506400000000000000e+05
4.980000000000000426e+01,8.821975731071507091e-06,2.436080000000000000e+05
5.000000000000000000e+01,8.280016958254171109e-06,2.387400000000000000e+05
5.020000000000000284e+01,7.720084531119473891e-06,2.337080000000000000e+05
5.040000000000000568e+01,7.152254388713513701e-06,2.274840000000000000e+05
5.060000000000000142e+01,6.694806707123118487e-06,2.226440000000000000e+05
5.080000000000000426e+01,6.260609345530961917e-06,2.175000000000000000e+05
5.100000000000000000e+01,5.765555239163858796e-06,2.104040000000000000e+05
5.120000000000000284e+01,5.468822172120495957e-06,2.066000000000000000e+05
5.140000000000000568e+01,5.020266899038979948e-06,1.995720000000000000e+05
5.160000000000000142e+01,4.709791791048545756e-06,1.954760000000000000e+05
5.180000000000000426e+01,4.288401464467896457e-06,1.873560000000000000e+05
5.200000000000000000e+01,4.073913433128513528e-06,1.841600000000000000e+05
5.220000000000000284e+01,3.734740304070289852e-06,1.767840000000000000e+05
5.240000000000000568e+01,3.484656580942404098e-06,1.719200000000000000e+05
5.260000000000000142e+01,3.199922126135074715e-06,1.651640000000000000e+05
5.280000000000000426e+01,2.929922572280980978e-06,1.579080000000000000e+05
5.300000000000000000e+01,2.758296486929040223e-06,1.546520000000000000e+05
5.320000000000000284e+01,2.463522251814244870e-06,1.465560000000000000e+05
5.340000000000000568e+01,2.279915458933354430e-06,1.412720000000000000e+05
5.360000000000000142e+01,2.050588258269067931e-06,1.343120000000000000e+05
5.380000000000000426e+01,1.859309592484977178e-06,1.289520000000000000e+05
5.400000000000000000e+01,1.640748502247152769e-06,1.218440000000000000e+05
5.420000000000000284e+01,1.464755849307150212e-06,1.156080000000000000e+05
5.440000000000000568e+01,1.306987252950205230e-06,1.088270000000000000e+05
5.460000000000000142e+01,1.187628331786508031e-06,1.048320000000000000e+05
5.480000000000000426e+01,1.068634272903939631e-06,1.001240000000000000e+05
5.500000000000000000e+01,9.513131035004970444e-07,9.420800000000000000e+04
5.520000000000000284e+01,8.616306184678112529e-07,9.016800000000000000e+04
5.540000000000000568e+01,7.829337083417171662e-07,8.671400000000000000e+04
5.560000000000000142e+01,6.975363109764504689e-07,8.218800000000000000e+04
5.580000000000000426e+01,6.335858744310393563e-07,7.761800000000000000e+04
5.600000000000000000e+01,5.775013658122833723e-07,7.527600000000000000e+04
5.620000000000000284e+01,5.217913267136363836e-07,7.139600000000000000e+04
5.640000000000000568e+01,4.729546140249181393e-07,6.781400000000000000e+04
5.660000000000000142e+01,4.252441064202649591e-07,6.430800000000000000e+04
5.680000000000000426e+01,3.916097476015159273e-07,6.203000000000000000e+04
5.700000000000000000e+01,3.483994124784288329e-07,5.876400000000000000e+04
5.720000000000000284e+01,3.143806883204070414e-07,5.557400000000000000e+04
5.740000000000000568e+01,2.863844813422383715e-07,5.295000000000000000e+04
5.760000000000000142e+01,2.589183776438888044e-07,5.058200000000000000e+04
5.780000000000000426e+01,2.319486009176589907e-07,4.772600000000000000e+04
5.800000000000000000e+01,2.111120689316185572e-07,4.524600000000000000e+04
5.820000000000000284e+01,1.894594596681606323e-07,4.299800000000000000e+04
5.840000000000000568e+01,1.720702078012790214e-07,4.075200000000000000e+04
5.860000000000000142e+01,1.568259101569218485e-07,3.881000000000000000e+04
5.880000000000000426e+01,1.386643300536325738e-07,3.577400000000000000e+04
5.900000000000000000e+01,1.246841768134416685e-07,3.415200000000000000e+04
5.920000000000000284e+01,1.153660604350451427e-07,3.277400000000000000e+04
5.940000000000000568e+01,1.002288375142939422e-07,3.002400000000000000e+04
5.960000000000000142e+01,9.150509512165915525e-08,2.825600000000000000e+04
5.980000000000000426e+01,8.198126337964425570e-08,2.700600000000000000e+04
6.000000000000000000e+01,7.310748188764560147e-08,2.513600000000000000e+04
6.020000000000000284e+01,6.530825058422837427e-08,2.322200000000000000e+04
6.040000000000000568e+01,5.732251293258170639e-08,2.138400000000000000e+04
6.060000000000000142e+01,5.294220189139110292e-08,2.093600000000000000e+04
6.080000000000000426e+01,4.586488879147697420e-08,1.884000000000000000e+04
6.100000000000000000e+01,4.006128185045764450e-08,1.736600000000000000e+04
6.120000000000000284e+01,3.550421047797001051e-08,1.594800000000000000e+04
6.140000000000000568e+01,3.246330143968308764e-08,1.527200000000000000e+04
6.160000000000000142e+01,2.818742594677937444e-08,1.364000000000000000e+04
6.180000000000000426e+01,2.423522211583562633e-08,1.226400000000000000e+04
6.200000000000000000e+01,2.259184108443800501e-08,1.169600000000000000e+04
6.220000000000000284e+01,1.945480569349484365e-08,1.056000000000000000e+04
6.240000000000000568e+01,1.590224384711683041e-08,9.272000000000000000e+03
6.260000000000000142e+01,1.352213801161073016e-08,7.992000000000000000e+03
6.280000000000000426e+01,1.346411632770763687e-08,8.240000000000000000e+03
6.300000000000000000e+01,1.111300644664253466e-08,7.160000000000000000e+03
6.320000000000000284e+01,8.207483116841187611e-09,5.532000000000000000e+03
6.340000000000000568e+01,7.100849334145584853e-09,5.000000000000000000e+03
6.360000000000000142e+01,7.058526920644250401e-09,5.088000000000000000e+03
6.380000000000000426e+01,5.513064330170863710e-09,4.256000000000000000e+03
6.400000000000000000e+01,3.597487767190595143e-09,3.008000000000000000e+03
6.420000000000000284e+01,3.127796560075793188e-09,2.688000000000000000e+03
6.440000000000000568e+01,2.985164172311150721e-09,2.744000000000000000e+03
6.460000000000000853e+01,2.053364693207538446e-09,2.154000000000000000e+03
6.479999999999999716e+01,1.144844643558260651e-09,1.220000000000000000e+03
6.500000000000000000e+01,9.952260270992210882e-10,1.176000000000000000e+03
6.520000000000000284e+01,7.829413600725841128e-10,1.064000000000000000e+03
6.540000000000000568e+01,4.549608294546899952e-10,7.280000000000000000e+02
6.560000000000000853e+01,1.621486674933253118e-10,2.580000000000000000e+02
6.579999999999999716e+01,1.527392728845902562e-10,3.440000000000000000e+02
6.600000000000000000e+01,5.111644339640859724e-11,1.680000000000000000e+02
6.620000000000000284e+01,4.970418885643273464e-12,5.600000000000000000e+01
6.640000000000000568e+01,0.000000000000000000e+00,6.000000000000000000e+00
6.660000000000000853e+01,0.000000000000000000e+00,1.000000000000000000e+00
